character_segments/plate_329_TIME_CBCCC1PPYU.png_top_char_0.png,T
character_segments/plate_329_TIME_CBCCC1PPYU.png_top_char_1.png,I
character_segments/plate_329_TIME_CBCCC1PPYU.png_top_char_2.png,M
character_segments/plate_329_TIME_CBCCC1PPYU.png_top_char_3.png,E
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_0.png,C
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_1.png,B
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_2.png,C
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_3.png,C
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_4.png,C
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_5.png,1
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_6.png,P
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_7.png,P
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_8.png,Y
character_segments/plate_329_TIME_CBCCC1PPYU.png_bottom_char_9.png,U
character_segments/plate_338_BANDIT_CGY1PGV.png_top_char_0.png,B
character_segments/plate_338_BANDIT_CGY1PGV.png_top_char_1.png,A
character_segments/plate_338_BANDIT_CGY1PGV.png_top_char_2.png,N
character_segments/plate_338_BANDIT_CGY1PGV.png_top_char_3.png,D
character_segments/plate_338_BANDIT_CGY1PGV.png_top_char_4.png,I
character_segments/plate_338_BANDIT_CGY1PGV.png_top_char_5.png,T
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_0.png,C
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_1.png,G
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_2.png,Y
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_3.png,1
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_4.png,P
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_5.png,G
character_segments/plate_338_BANDIT_CGY1PGV.png_bottom_char_6.png,V
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_top_char_0.png,C
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_top_char_1.png,R
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_top_char_2.png,I
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_top_char_3.png,M
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_top_char_4.png,E
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_0.png,V
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_1.png,C
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_2.png,0
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_3.png,X
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_4.png,C
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_5.png,Z
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_6.png,G
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_7.png,O
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_8.png,C
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_9.png,G
character_segments/plate_51_CRIME_VC0XCZGOCG2.png_bottom_char_10.png,2
character_segments/plate_457_WEAPON_CBVVCCGGP.png_top_char_0.png,W
character_segments/plate_457_WEAPON_CBVVCCGGP.png_top_char_1.png,E
character_segments/plate_457_WEAPON_CBVVCCGGP.png_top_char_2.png,A
character_segments/plate_457_WEAPON_CBVVCCGGP.png_top_char_3.png,P
character_segments/plate_457_WEAPON_CBVVCCGGP.png_top_char_4.png,O
character_segments/plate_457_WEAPON_CBVVCCGGP.png_top_char_5.png,N
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_0.png,C
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_1.png,B
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_2.png,V
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_3.png,V
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_4.png,C
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_5.png,C
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_6.png,G
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_7.png,G
character_segments/plate_457_WEAPON_CBVVCCGGP.png_bottom_char_8.png,P
character_segments/plate_334_PLACE_CY171G.png_top_char_0.png,P
character_segments/plate_334_PLACE_CY171G.png_top_char_1.png,L
character_segments/plate_334_PLACE_CY171G.png_top_char_2.png,A
character_segments/plate_334_PLACE_CY171G.png_top_char_3.png,C
character_segments/plate_334_PLACE_CY171G.png_top_char_4.png,E
character_segments/plate_334_PLACE_CY171G.png_bottom_char_0.png,C
character_segments/plate_334_PLACE_CY171G.png_bottom_char_1.png,Y
character_segments/plate_334_PLACE_CY171G.png_bottom_char_2.png,1
character_segments/plate_334_PLACE_CY171G.png_bottom_char_3.png,7
character_segments/plate_334_PLACE_CY171G.png_bottom_char_4.png,1
character_segments/plate_334_PLACE_CY171G.png_bottom_char_5.png,G
character_segments/plate_222_WEAPON_SG1F1.png_top_char_0.png,W
character_segments/plate_222_WEAPON_SG1F1.png_top_char_1.png,E
character_segments/plate_222_WEAPON_SG1F1.png_top_char_2.png,A
character_segments/plate_222_WEAPON_SG1F1.png_top_char_3.png,P
character_segments/plate_222_WEAPON_SG1F1.png_top_char_4.png,O
character_segments/plate_222_WEAPON_SG1F1.png_top_char_5.png,N
character_segments/plate_222_WEAPON_SG1F1.png_bottom_char_0.png,S
character_segments/plate_222_WEAPON_SG1F1.png_bottom_char_1.png,G
character_segments/plate_222_WEAPON_SG1F1.png_bottom_char_2.png,1
character_segments/plate_222_WEAPON_SG1F1.png_bottom_char_3.png,F
character_segments/plate_222_WEAPON_SG1F1.png_bottom_char_4.png,1
character_segments/plate_177_WEAPON_P5GGGIHCG.png_top_char_0.png,W
character_segments/plate_177_WEAPON_P5GGGIHCG.png_top_char_1.png,E
character_segments/plate_177_WEAPON_P5GGGIHCG.png_top_char_2.png,A
character_segments/plate_177_WEAPON_P5GGGIHCG.png_top_char_3.png,P
character_segments/plate_177_WEAPON_P5GGGIHCG.png_top_char_4.png,O
character_segments/plate_177_WEAPON_P5GGGIHCG.png_top_char_5.png,N
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_0.png,P
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_1.png,5
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_2.png,G
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_3.png,G
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_4.png,G
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_5.png,I
character_segments/plate_177_WEAPON_P5GGGIHCG.png_bottom_char_6.png,H
